
8/28/17,H Energy Llc,"H&S ENERGY, LLC",45.25,debit,Utilities,CREDIT CARD,,8/28/17,Transfer to CREDIT CARD,Payment to Chase card ending in3982,660.52,debit,Credit Card Payment,CHASE COLLEGE,,
